study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0923_Control_65,57,9fanqbz7,66f1ffa036c0dd72c0f3c366,Debrief,,tf4o6245,57,66f1ffa036c0dd72c0f3c366,1,10000,10000,57,40,32,4,10000,0,Control,0,1,10000,10,5,60,42,0,0,2,2,1,1,2,4,4,3,2,5,0,0,0,0,21,9,0,"none, as there is really no justification for not being up front and honest, especially in matters that have no bearing on the wellness of anyone involved, though i could some good natured ribbing taking place for some time afterward. ",FALSE,66f1ffa036c0dd72c0f3c366,APPROVED,2024-09-24T00:22:42.380000Z,2024-09-24T00:40:28.514000Z,0,48,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,40,10,0.5,295,,69,yes
24_0923_Treat1_75,69,o3wdaf5q,56d9f54b610fc0000bb76e8d,Debrief,,c6rhs6hn,69,56d9f54b610fc0000bb76e8d,1,10000,14,1,60,30,6,10000,1,Treatment1,0,24,10000,0,4,33,40,4,0,2,4,1,4,3,4,1,3,4,2,2,0,25,0,100,10,0,"Wow, I didn't expect this.  I don't do writing tasks. ..................................................................................................................................................",FALSE,56d9f54b610fc0000bb76e8d,APPROVED,2024-09-24T01:57:07.805000Z,2024-09-24T02:09:41.534000Z,1931,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,0,0.6,128,,0,yes
24_0923_Treat1_75,51,5xgsjsag,5af194ac5847970001e34252,Debrief,,c6rhs6hn,51,5af194ac5847970001e34252,1,10000,15,2,60,11,6,10000,1,Treatment1,0,18,10000,10,5,34,34,4,0,3,2,2,1,1,1,4,4,4,3,0,0,0,0,0,6,0,It would only be acceptable if there was a benefit to do so that mattered more than honesty. For example if affording food for your kid meant you had to lie that would be considered a valid reason. You could maybe justify it if there was a reason based on safety but that is unlikely in this case,FALSE,5af194ac5847970001e34252,APPROVED,2024-09-24T01:43:57.855000Z,2024-09-24T01:56:51.766000Z,328,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,10,0.7,305,,1,yes
24_0923_Treat1_75,43,ezvdhf4m,5bb6bbaff1f9ba000140c5c5,Debrief,,c6rhs6hn,43,5bb6bbaff1f9ba000140c5c5,1,10000,18,2,50,112,5,10000,1,Treatment1,0,15,10000,0,7,60,30,3,0,4,4,6,5,1,2,4,1,1,2,0,2,6,0,83,5,0,"To be honest, I feel like it's never okay to misreport intentionally on studies because it skews the results and basically wastes the time of everyone involved. It's only justified if it was not done intentionally. ",FALSE,5bb6bbaff1f9ba000140c5c5,APPROVED,2024-09-24T01:39:47.470000Z,2024-09-24T01:48:39.763000Z,100,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,50,0,0.5,130,,2,yes
24_0923_Treat1_75,6,1m7byjcf,5d17ad8f9bd0710001aaa93a,Debrief,,c6rhs6hn,6,5d17ad8f9bd0710001aaa93a,1,10000,16,2,60,76,6,10000,1,Treatment1,0,4,10000,0,7,30,50,3,0,1,3,2,3,3,5,3,4,1,2,3,0,18,3,0,7,0,I don't think misreporting is justified in this situation. The researcher is trying to learn or gain data from this survey and it doesn't help them get accurate data if things are misrepresented.  I try to be completely honest in my answers.,FALSE,5d17ad8f9bd0710001aaa93a,APPROVED,2024-09-24T01:29:02.109000Z,2024-09-24T01:37:31.150000Z,2198,29,Female,White,United States,United States,United States,English,Yes,Full-Time,,60,0,0.6,97,,5,yes
24_0923_Treat1_75,27,gdurwf8d,5dc5daa0547c1f44e2c133ab,Debrief,,c6rhs6hn,27,5dc5daa0547c1f44e2c133ab,1,10000,16,2,40,39,4,10000,1,Treatment1,0,9,10000,10,5,20,10,1,0,2,2,1,4,4,4,4,4,2,4,0,0,0,0,0,10,0,"There is really no reason to misreport anything unless you have been advised to do so, say for example, if you are putting together a surprise party for a loved one and you don't want them to find out, then you can fib (tell a white lie) otherwise I can't think of any time it's ok. ",FALSE,5dc5daa0547c1f44e2c133ab,APPROVED,2024-09-24T01:35:50.914000Z,2024-09-24T01:44:45.136000Z,757,44,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,40,10,0.5,161,,6,yes
24_0923_Treat1_75,56,puln4402,5dd3030183e3093198c64dbe,Debrief,,c6rhs6hn,56,5dd3030183e3093198c64dbe,1,10000,15,3,60,72,6,10000,1,Treatment1,0,19,10000,0,6,88,22,9,0,3,2,1,2,2,2,2,1,3,2,3,3,0,0,0,6,0,"I try to be invested on prolific. If I miss answer it’s not intentional but a mistake. I misread something or didn’t see the whole post. I do prolific for fun, I don’t see a point in misrepresenting myself. ",FALSE,5dd3030183e3093198c64dbe,APPROVED,2024-09-24T01:49:45.235000Z,2024-09-24T02:00:03.119000Z,427,45,Male,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,137,,7,yes
24_0923_Treat1_75,54,h4illcft,5e590fb037d3b910a732ffb8,Debrief,,c6rhs6hn,54,5e590fb037d3b910a732ffb8,1,10000,15,2,40,99,4,10000,1,Treatment1,0,19,10000,10,5,21,15,10,0,5,2,2,4,1,1,5,4,2,5,0,0,2,0,0,11,0,"There is absolutely no reason to misreport on this survey, it would be very unethical to do so. It would also tarnish the work of the researchers and therefore it would invalidate the results and make the efforts of the researchers worthless.",FALSE,5e590fb037d3b910a732ffb8,APPROVED,2024-09-24T01:49:35.661000Z,2024-09-24T02:03:35.840000Z,201,30,Male,DATA_EXPIRED,United States,United States,United States,English,No,Full-Time,,40,10,0.5,348,,8,yes
24_0923_Treat1_75,13,0atuagxn,5e68a509d40a4914619d2171,Debrief,,c6rhs6hn,13,5e68a509d40a4914619d2171,1,10000,8,1,20,17,2,10000,1,Treatment1,0,7,10000,0,4,84,69,1,0,2,1,1,1,3,1,6,3,5,6,0,0,0,0,0,17,0,If I didn’t flip the coin and just guessed it would be a misreport. If other player participation was faked then it’s not a real representation of the numbers and wouldn’t be an honest review of the presented flipping coin task.,FALSE,5e68a509d40a4914619d2171,APPROVED,2024-09-24T01:30:47.972000Z,2024-09-24T01:40:10.874000Z,188,38,Female,White,United States,United States,United States,English,No,Full-Time,,20,0,0.2,99,,9,yes
24_0923_Treat1_75,22,62bp5pm5,5ef9338e3fa1390009d94b76,Debrief,,c6rhs6hn,22,5ef9338e3fa1390009d94b76,1,10000,17,2,50,29,5,10000,1,Treatment1,0,7,10000,10,5,25,20,0,0,5,2,2,5,2,3,2,1,2,4,2,0,5,3,5,9,0,"Possible circumstances: misunderstand the instructions or questions, simple errors and mistakes, somewhat complicated instructions, privacy issues, a lack of motivation due to unfair compensation, etc",FALSE,5ef9338e3fa1390009d94b76,APPROVED,2024-09-24T01:33:46.225000Z,2024-09-24T01:46:37.247000Z,2706,50,Female,Asian,Korea,United States,United States,Korean,No,Full-Time,,50,10,0.6,432,,10,yes
24_0923_Treat1_75,65,6tgi41bu,5f4693dd5a01ee01193a58e0,Debrief,,c6rhs6hn,65,5f4693dd5a01ee01193a58e0,1,10000,15,1,60,83,6,10000,1,Treatment1,0,23,10000,0,6,24,9,0,0,2,4,2,4,2,4,4,4,2,2,9,16,33,0,0,10,0,"Considering the small payouts involved, it's hard to say, but I believe if they're misrepresenting their results they might have their reasons. Outside of this survey, perhaps a fake identity to make themselves feel safer. In the case of a survey like this, even an extra 10 cents might help even the slightest. I am in no position to judge someone, especially for such a small offense, though I'd understand if some groups wouldn't be fans of this kind of stuff. Also I wish this question had a character count though I am almost certain that I've surpassed it by now.",FALSE,5f4693dd5a01ee01193a58e0,APPROVED,2024-09-24T01:55:07.244000Z,2024-09-24T02:10:18.333000Z,490,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),,60,0,0.6,247,,11,yes
24_0923_Treat1_75,31,3hptynyb,5fa9fffcf843322ce7456283,Debrief,,c6rhs6hn,31,5fa9fffcf843322ce7456283,1,10000,9,3,40,36,4,10000,1,Treatment1,0,10,10000,0,7,30,30,7,0,1,1,1,1,2,4,3,5,2,2,0,0,0,0,0,6,0,"I'd only misreport under the idea that it is a 'white lie"". Something that I know would probably be better if the other person didn't know about it. Of course not at the expense of the other person. It wouldn't impact them if they didn't know.",FALSE,5fa9fffcf843322ce7456283,APPROVED,2024-09-24T01:37:18.635000Z,2024-09-24T01:43:55.092000Z,934,22,Male,Mixed,United States,United States,United States,English,Yes,Full-Time,,40,0,0.4,140,,12,yes
24_0923_Treat1_75,71,fghtzuvb,60dc6d9827cf9e7a51d83f37,Debrief,,c6rhs6hn,71,60dc6d9827cf9e7a51d83f37,1,10000,14,3,40,26,4,10000,1,Treatment1,0,24,10000,0,7,71,89,8,0,1,4,2,4,2,4,3,4,2,2,0,0,0,0,0,17,0,I do not understand the point of lying in an academic study. I do these studies in my free time at work and I am not financially struggling. I used a 2004 penny for this task from my zip up thin wallet. I do not accept prolific studies that I cannot or am uncomfortable completing. These studies keep me awake working on the off shift and I'm being generously paid to complete them. I do not think it's justified to lie when given such an opportunity to make money doing simple task. My firm stance: I assume these studies are being used in projects or academic journals. I think it's not justifiable to lie on studies when they are paying you to optionally participate.,FALSE,60dc6d9827cf9e7a51d83f37,APPROVED,2024-09-24T01:59:39.848000Z,2024-09-24T02:13:03.893000Z,84,26,Male,White,United States,United States,United States,English,Yes,Full-Time,,40,0,0.4,405,,13,yes
24_0923_Treat1_75,44,yte6m0kp,61089ed7bb7cf8a5ad6942b0,Debrief,,c6rhs6hn,44,61089ed7bb7cf8a5ad6942b0,1,10000,25,3,50,18,5,10000,1,Treatment1,0,13,10000,10,5,9,50,0,0,2,2,2,4,2,5,3,4,2,1,4,18,0,0,0,14,0,Misrepresentation could be justified if the participant didn’t understand the task and was unable to complete the task properly. It could also be justified if the participant didn’t properly understand the written instructions. This could result in a participant doing the study wrong.,FALSE,61089ed7bb7cf8a5ad6942b0,APPROVED,2024-09-24T01:39:50.932000Z,2024-09-24T01:46:40.773000Z,2196,25,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),,50,10,0.6,142,,14,yes
24_0923_Treat1_75,41,f2838eyn,61109e4d53ae4ffd06dd0acc,Debrief,,c6rhs6hn,41,61109e4d53ae4ffd06dd0acc,1,10000,19,2,60,62,6,10000,1,Treatment1,0,13,10000,0,6,13,36,3,0,1,2,1,2,1,3,5,4,2,6,0,0,0,0,0,1,0,"I don't think it could be justified, with something as simple as a coin flip you gain nothing from lying. I mean you also lose nothing but what's the point in doing a coin flip study if you're not gonna flip a coin?",FALSE,61109e4d53ae4ffd06dd0acc,APPROVED,2024-09-24T01:39:44.040000Z,2024-09-24T01:45:12.049000Z,771,23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),,60,0,0.6,75,,15,yes
24_0923_Treat1_75,23,1vdno90n,61533dc335621b99c5f36115,Debrief,,c6rhs6hn,23,61533dc335621b99c5f36115,1,10000,14,3,40,9,4,10000,1,Treatment1,0,8,10000,0,4,46,76,7,0,3,1,1,2,2,2,4,5,3,3,0,5,0,0,0,13,0,It could be justified only if the participant had something serious come up while they were doing the survey and could not actually go grab a coin to flip. In no other circumstance do I think it would be justified,FALSE,61533dc335621b99c5f36115,APPROVED,2024-09-24T01:33:40.518000Z,2024-09-24T01:40:56.252000Z,729,21,Female,White,United States,United States,United States,English,Yes,Due to start a new job within the next month,,40,0,0.4,74,,16,yes
24_0923_Treat1_75,61,ezoh7qwy,615d0733aeb8f75406c20fbb,Debrief,,c6rhs6hn,61,615d0733aeb8f75406c20fbb,1,10000,17,1,70,91,7,10000,1,Treatment1,0,22,10000,0,6,76,50,7,0,1,1,1,1,1,5,4,5,1,5,1,0,12,0,44,4,0,"I think one could misreport in order to earn the max bonus, if they were not well off. They could use this to help them earn more, with no way to come back on them badly or negatively.  I would deem that as an acceptable reason and be justified. ",FALSE,615d0733aeb8f75406c20fbb,APPROVED,2024-09-24T01:52:13.079000Z,2024-09-24T02:03:34.826000Z,6099,37,Male,White,United States,United States,United States,English,No,Full-Time,,70,0,0.7,117,,17,yes
24_0923_Treat1_75,77,fxtoxoxu,6295270587394aac7ce600db,Debrief,,c6rhs6hn,77,6295270587394aac7ce600db,1,10000,19,2,50,94,5,10000,1,Treatment1,0,26,10000,0,4,41,36,2,0,2,2,3,4,2,5,5,3,1,2,0,1,0,0,12,5,0,"I'm not really sure.  It really depends on the person and situation.  Sometimes a study is designed to elicit such responses, usually not.  People are fickle by nature.  They don't want to be ""seen"" as whatever it is they don't want to be associated with even though these studies are anonymised.  It's an interesting thing.  I fully believe honest answers help provide valuable data that is useful in research.",FALSE,6295270587394aac7ce600db,APPROVED,2024-09-24T02:03:21.082000Z,2024-09-24T02:16:35.031000Z,3046,59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,50,0,0.5,169,,18,yes
24_0923_Treat1_75,80,pio53518,62dbd5b3734a6a1375b46eea,Debrief,1,c6rhs6hn,80,62dbd5b3734a6a1375b46eea,1,10000,22,1,60,20,6,10000,1,Treatment1,1,27,10000,10,5,10,1,0,0,1,2,1,1,1,2,2,4,4,5,0,0,0,0,0,7,0,"Unless a person didn't have a coin readily available, then I can't think of a reason for it to be justified. I can see how some people might misrepresent their findings for a higher bonus, but that would not fall under a justifiable reason.",FALSE,62dbd5b3734a6a1375b46eea,APPROVED,2024-09-24T02:09:17.962000Z,2024-09-24T02:26:12.438000Z,2795,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,10,0.7,214,,19,yes
24_0923_Treat1_75,68,qe302z7s,63614fa10ba3ae81af14d17f,Debrief,,c6rhs6hn,68,63614fa10ba3ae81af14d17f,1,10000,15,3,60,41,6,10000,1,Treatment1,0,23,10000,10,5,25,25,10,0,1,2,2,4,1,5,4,4,2,5,0,0,10,0,0,5,0,"The stakes and the effort involved in the experiment are low, and there are no rewards for a specific result. There aren't really any circumstances where misreporting is justified in this case. There is no reason to sign up and then not do the actual work. ",FALSE,63614fa10ba3ae81af14d17f,APPROVED,2024-09-24T01:56:47.680000Z,2024-09-24T02:04:49.019000Z,1654,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time,,60,10,0.7,119,,20,yes
24_0923_Treat1_75,18,pd887679,638ebc11e8a4d698a1703c7a,Debrief,1,c6rhs6hn,18,638ebc11e8a4d698a1703c7a,1,10000,17,1,50,19,5,10000,1,Treatment1,1,12,10000,10,5,20,36,2,0,2,4,1,2,2,4,4,4,3,2,0,0,10,0,0,6,0,Misreporting is not justified - not that hard to flip a coin. You can even do a virtual coin flip with Google. I don’t know why anyone would not try to do what they were asked to do. I would never create data for a survey that was false or misleading - that ruins the data set. ,FALSE,638ebc11e8a4d698a1703c7a,APPROVED,2024-09-24T01:31:57.845000Z,2024-09-24T01:48:17.417000Z,464,61,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,10,0.6,157,,21,yes
24_0923_Treat1_75,39,5u699u21,63b6ce65bf24c8201da439e4,Debrief,,c6rhs6hn,39,63b6ce65bf24c8201da439e4,1,10000,21,1,60,15,6,10000,1,Treatment1,0,14,10000,0,6,59,71,7,0,2,5,1,4,2,5,3,5,2,5,0,0,0,0,0,10,0,There aren't any circumstances where misreporting would be justified. This study said to be truthful and give your answers. There is no benefit or reason for me to lie or misrepresent myself. I don't want to mess up the survey results by answering incorrectly or misrepresenting my answers. The purpose of these studies are to get honest answers so the numbers can be reviewed/compared for research studies. People need to be honest on studies.,FALSE,63b6ce65bf24c8201da439e4,APPROVED,2024-09-24T01:39:06.541000Z,2024-09-24T01:47:55.163000Z,1793,53,Female,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,146,,22,yes
24_0923_Treat1_75,17,4gsh9fwr,63d42902a85ae3e7b4920266,Debrief,,c6rhs6hn,17,63d42902a85ae3e7b4920266,1,10000,16,3,80,31,8,10000,1,Treatment1,0,5,10000,0,9,80,88,4,0,2,4,2,2,2,5,2,3,3,3,58,37,27,23,30,7,0,"If you really need the money then you probably would lie on the survey. This way, you can earn more money even if it comes at a risk of not passing the survey. This way you can earn slightly more money since others are probably doing the same thing as you.",FALSE,63d42902a85ae3e7b4920266,APPROVED,2024-09-24T01:31:38.394000Z,2024-09-24T01:35:42.670000Z,4257,35,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,80,0,0.8,60,,23,yes
24_0923_Treat1_75,73,b2r3bluy,63d87d4ba0b86684507f201d,Debrief,1,c6rhs6hn,73,63d87d4ba0b86684507f201d,1,10000,15,1,40,20,4,10000,1,Treatment1,1,28,10000,10,5,29,29,1,0,3,3,2,2,2,3,4,4,4,4,0,0,0,0,0,5,0,"I don't know what the justification for this would be, I did not make this decision so I can't really think of what would drive someone to do this, maybe they have something like an emergency so that is why.",FALSE,63d87d4ba0b86684507f201d,APPROVED,2024-09-24T02:01:38.973000Z,2024-09-24T02:25:17.237000Z,1263,45,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time,,40,10,0.5,92,,24,yes
24_0923_Treat1_75,30,gm7hrmhh,65625c96b7c75898d14760ba,Debrief,,c6rhs6hn,30,65625c96b7c75898d14760ba,1,10000,14,3,60,27,6,10000,1,Treatment1,0,9,10000,0,6,87,71,2,0,1,4,3,1,4,4,4,5,4,4,0,0,0,0,0,12,0,"There is no circumstance where misreporting information is justified. If you can not do a study accurately, then do not participate in the study. If they did not have a coin available they could have stopped the study.",FALSE,65625c96b7c75898d14760ba,APPROVED,2024-09-24T01:36:48.262000Z,2024-09-24T01:46:35.906000Z,150,26,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),,60,0,0.6,220,,25,yes
24_0923_Treat1_75,3,6jaoymu0,65c12b05bc242a29a176a9d1,Debrief,,c6rhs6hn,3,65c12b05bc242a29a176a9d1,1,10000,15,1,60,69,6,10000,1,Treatment1,0,3,10000,10,5,58,50,6,0,2,4,1,1,1,3,6,6,4,3,1,0,0,0,0,11,0,"It was 1% and that is only if the there was a bias or not enough information was provided to the users beforehand in order to make a sound decision on completing. This then puts one in a bind to complete said study, if there was not a chance to dismiss.",FALSE,65c12b05bc242a29a176a9d1,APPROVED,2024-09-24T01:28:24.778000Z,2024-09-24T01:39:23.597000Z,146,38,Female,Black,United States Minor Outlying Islands,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,60,10,0.7,113,,26,yes
24_0923_Treat1_75,81,4y67slps,65ca3e7cadd05f164402ca13,Debrief,1,c6rhs6hn,81,65ca3e7cadd05f164402ca13,1,10000,16,1,50,12,5,10000,1,Treatment1,1,29,10000,0,7,54,94,1,0,2,4,3,4,2,4,2,2,2,2,45,54,30,23,6,12,1,"If you have unintentional errors like genuinely misunderstanding the directions. Also, some people don't have coins on hand because all they use is credit. I am one of such people. I don't carry coins because I think about how many hands have touched them and all I feel is disgust.",FALSE,65ca3e7cadd05f164402ca13,APPROVED,2024-09-24T02:15:28.888000Z,2024-09-24T02:32:23.411000Z,1331,20,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,0,0.5,254,,27,yes
24_0923_Treat1_75,26,0uhu3jf5,65e269db4ed5ca1ab67d016b,Debrief,,c6rhs6hn,26,65e269db4ed5ca1ab67d016b,1,10000,17,1,30,27,3,10000,1,Treatment1,0,9,10000,0,7,75,95,2,0,5,1,1,2,1,1,3,3,2,4,0,0,2,0,50,14,0,"i do not think misreporting could be justified- it would then invalidate the study. it would also cause the study to need to be redone.participants are also being compensated to be honest and actually participate.  therefore, i did not misrepresent any percentage. ",FALSE,65e269db4ed5ca1ab67d016b,APPROVED,2024-09-24T01:35:34.269000Z,2024-09-24T01:47:27.609000Z,11,33,Female,White,United States,United States,United States,English,No,Full-Time,,30,0,0.3,239,,28,yes
24_0923_Treat1_75,79,c5yh5169,65f908e8f201b532e6cebc0f,Debrief,,c6rhs6hn,79,65f908e8f201b532e6cebc0f,1,10000,18,3,40,28,4,10000,1,Treatment1,0,26,10000,0,6,74,30,3,0,2,1,2,1,4,4,2,4,2,4,0,0,70,22,91,7,0,I’m not to sure what this is supposed to mean but from what my guess is it would be something that would be extremely important like if there was an emergency and you had to so you could rush through the assignment ,FALSE,65f908e8f201b532e6cebc0f,APPROVED,2024-09-24T02:05:36.430000Z,2024-09-24T02:15:38.382000Z,576,28,Male,White,United States,United States,United States,English,Yes,Full-Time,,40,0,0.4,123,,29,yes
24_0923_Treat1_75,34,g5o9z6ae,661487cfefea0738abcb7afb,Debrief,,c6rhs6hn,34,661487cfefea0738abcb7afb,1,10000,18,2,60,64,6,10000,1,Treatment1,0,11,10000,0,6,81,70,3,0,5,1,2,1,2,2,3,5,2,3,24,0,10,5,17,13,0,I think the only time that misreporting could be justified slightly is when there is emotion behind the study or report that one is participating in and not wanting to hurt somones feelings. That is the only time it would be okay,FALSE,661487cfefea0738abcb7afb,APPROVED,2024-09-24T01:38:09.841000Z,2024-09-24T01:45:31.096000Z,15,25,Female,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,123,,30,yes
24_0923_Treat1_75,16,0h3zfs7x,6621d44d78f958fb95bab26d,Debrief,,c6rhs6hn,16,6621d44d78f958fb95bab26d,1,10000,15,2,60,46,6,10000,1,Treatment1,0,5,10000,10,5,60,5,8,0,1,3,1,2,1,2,1,3,1,1,10,5,80,0,0,8,0,"It can be justifed by a series of things: Bad lighting, Bad memory, the willingness to appear better than we really are, the willingness to ""Win"" and report a higher than average score, and feeling insecure about the answer that you are providing.",FALSE,6621d44d78f958fb95bab26d,APPROVED,2024-09-24T01:31:11.040000Z,2024-09-24T01:37:29.031000Z,54,23,Male,White,United States,United States,Poland,English,No,Full-Time,,60,10,0.7,104,,31,yes
24_0923_Treat1_75,42,x6b778cq,6622b0aa7ad3117156e6ff68,Debrief,,c6rhs6hn,42,6622b0aa7ad3117156e6ff68,1,10000,18,3,40,87,4,10000,1,Treatment1,0,16,10000,0,3,88,62,3,0,3,1,1,2,2,2,5,4,3,2,0,2,0,0,0,9,0,"I don’t think it should be justified. I literally got out of bed and found a quarter so I could participate and I don’t believe people should lie on these tasks. It was a simple ask and easy to do, although I realized I am horrible at flipping coins. I guess the only way misreporting could be justified would be if it wasn’t anonymous and you didn’t want to give up any personal information, but really I think if you are going to participate, you should do it to your best ability. ",FALSE,6622b0aa7ad3117156e6ff68,APPROVED,2024-09-24T01:39:40.186000Z,2024-09-24T01:53:35.169000Z,75,36,Female,White,United States,United States,United States,English,No,Full-Time,,40,0,0.4,273,,32,yes
24_0923_Treat1_75,38,j9y1orcz,662f9b61baca9e9a7c5cce12,Debrief,,c6rhs6hn,38,662f9b61baca9e9a7c5cce12,1,10000,16,1,60,186,6,10000,1,Treatment1,0,15,10000,0,6,63,73,7,0,2,1,1,1,3,2,5,5,4,2,1,0,0,1,0,10,0,"I do not think misreporting at any time can be justified, i fell being 100% honest is the best way to go. Misreporting can be misleading and can show that you are not a trust worthy person. I try my best to be 100% honest and to not mislead. ",FALSE,662f9b61baca9e9a7c5cce12,APPROVED,2024-09-24T01:38:35.738000Z,2024-09-24T01:52:39.782000Z,65,33,Female,Black,United States,United States,United States,English,Yes,Part-Time,,60,0,0.6,172,,33,yes
24_0923_Treat1_75,45,ozm60eke,662fbbb09df8c531264c6368,Debrief,,c6rhs6hn,45,662fbbb09df8c531264c6368,1,10000,12,3,70,68,7,10000,1,Treatment1,0,15,10000,10,5,50,60,3,0,4,1,3,4,1,3,1,2,2,1,0,0,80,0,50,5,0,"The circumstances that would justify misreporting would be lack of resources to complete the task, time constraints, need for money, desperation, lack of motivation or work ethic, or being too depressed to care genuinely about anything at all.",FALSE,662fbbb09df8c531264c6368,APPROVED,2024-09-24T01:39:20.118000Z,2024-09-24T01:48:44.698000Z,178,27,Female,Other,United States,United States,United States,English,Yes,Full-Time,,70,10,0.8,84,,34,yes
24_0923_Treat1_75,25,8kt82ut3,6632f250363104224c205817,Debrief,,c6rhs6hn,25,6632f250363104224c205817,1,10000,16,1,60,14,6,10000,1,Treatment1,0,16,10000,10,5,5,2,6,0,1,2,1,2,2,3,4,2,2,5,0,0,0,0,0,7,0,"There are no circumstances where misreporting could be justified. Agreeing to participate in a study requires that the person be honest. If people are dishonest, then the results are not reliable. Garbage in=garbage out.",FALSE,6632f250363104224c205817,APPROVED,2024-09-24T01:34:06.548000Z,2024-09-24T01:48:12.527000Z,85,49,Female,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,71,,35,yes
24_0923_Treat1_75,74,idzxfko8,6635c85dd8b7bc10073b323b,Debrief,,c6rhs6hn,74,6635c85dd8b7bc10073b323b,1,10000,17,2,50,64,5,10000,1,Treatment1,0,25,10000,0,6,15,10,6,0,2,2,1,4,2,2,3,5,2,5,0,0,0,5,0,6,0,"I see no need to misreport anything on Prolific at all. This is extra money and I'm glad to be able to participate, a few cents here and there don't motivate me to lie whatsoever and I wouldn't be happy with myself if I did.",FALSE,6635c85dd8b7bc10073b323b,APPROVED,2024-09-24T02:01:36.084000Z,2024-09-24T02:08:01.252000Z,561,46,Male,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,51,,36,yes
24_0923_Treat1_75,59,ppvum0t9,66441c9e616f79e9d27738d3,Debrief,,c6rhs6hn,59,66441c9e616f79e9d27738d3,1,10000,13,1,70,22,7,10000,1,Treatment1,0,21,10000,0,7,20,10,2,0,1,5,2,4,1,5,4,5,1,4,0,0,0,0,0,6,0,I'm not sure why misreporting would be justified unless some of the participants were encouraged to misreport. Making information up is more work and takes more time than simply answering and participating in the studies honestly.,FALSE,66441c9e616f79e9d27738d3,APPROVED,2024-09-24T01:51:34.213000Z,2024-09-24T02:01:06.182000Z,670,36,Male,Mixed,United States,United States,United States,English,No,Full-Time,,70,0,0.7,123,,38,yes
